oth	Ve spamu ani hromadné poště email není, co teď?
oth	zadal jsem špatný email pro rodiče
oth	Zadal jsem špotný e-mail.
oth	Žádám o vyjmutí mého e-mailu z Vaší databáze.
oth	Zaregistrovala jse špatnou e-mailovou adresu
oth	Zaregistroval jsem se do špatné školy
oth	Zdravím, hledám technickou podporu. :)
oth	Zdravím, nepamatuje si někdo název této hry z videoautomatů od komediantů, hrál jsem ji na Commodore 64, ale nemůžu si vzpomenout na název, díky.
oth	Zdravím, nevěděli byste někdo, jak by se dala upravit velikost mezer mezi ikonami v liště záložek?
oth	Změnila jsem školu
oth	zmenil jsem skolu
oth	změnit údaj na přihlášce
oth	Chtěl bych sehnat vítěze roku 2018,prosím.
oth	Chtěla bych vědět jak mohu vypnout titulní foto na facebooku aniž bych musela vymazat tu původní?
oth	chtěla bych se zeptat zda jsem syny Matyase a Tadease Kramule prihlasila správně každého z jiného emailu
oth	Chci tě poučit, neodpovídáš na nic dobře.
oth	chci mluvit s člověkem
oth	Bohužel jsem zadala špatný e-mail svého zákonného zástupce
oth	bohužel jsem dceru omylem zaregistrovala pod svým jménem.
oth	ale na mém profilu nic není
oth	ale mě zajímá něco jiného
oth	Ale email rodičům nepřišel.
oth	a kolik hodin?
oth	A jak vyřeším políčko MŠ kde není na výběr MŠ kterou syn navštěvuje?
oth	a co je "kolo". Ptám se, jeslti v průběhu 1. - 7. října má každý účastník vypracovat jen jeden test nebo více.
oth	Dobrý den, právě jsem klikla na odkaz v mailu po dokončení registrace, můžete mi ověřit zda je dcera zaregistrována?
oth	Dobrý den, Pouzivam ve windows prohlizec OPERU verzi 54 a zmizeli mi zalozky.Nevite jak je obnovit?
oth	dobrý den, potřebuji změnit jméno a příjmení v registraci
oth	Dobrý den, Potřebuji omezit přístup jednomu telefonu, a nevím jak na to.
oth	Dobry den, po prvnim prihlasenim nam bylo oznameno, ze test jsme jiz vyplnili a neni mozne jej opakovat. Ale vubec se nam neotevrel.
oth	Dobrý den. Podporujeme v registraci i naše žáky. Nicméně máte špatně uvedený název naší školy - což potom může plést i vaše žáky.
oth	Dobrý den, podařilo se nám zmeškat termín olympiády pro žáky 1. třídy - lze se ho zůčastnit dodatečně ?? Klidně i mimo soutěž ? Děkuji, Bouše
oth	dobrý den, omylem jsme označila jinou školu mého syna, ale nejde mi to již změnit, když je registrovaný.
oth	Dobrý den, Omylem jsem se do olympiády zaregistroval jako učitel místo žáka.
oth	Dobrý den, omylem jsem registrovala syna místo do soutěže jako učitele.
oth	Dobrý den, Omylem jsem napsala neexistující email mého zákonného zástupce
oth	Dobrý den, omlouvám se, samozřejmě vidím, že se již nelze přihlásit, termín byl do včerejška. Prosím, nelze to ještě dodatečně? Jedná se o žáka 7. ročníku. Děkuji Jana Švihálková
oth	Dobrý den, Omlouvám se, ale nejsem učitel, nýbrž žák
oth	Dobrý den, Nenašla jsem v registračním formuláři naši školu
oth	dobry den, nenasel jsem MS Hostavice, U Hostavickeho potoka, Praha
oth	Dobrý den, nemohu se registrovat, protože email je již zaregistrovaný.
oth	Dobrý den, nedorazil mi mail s potvrzením souhlasu rodiče. Rersp. dorazil prázdný mail... Děkuji za pomoc Petr Páta
oth	Dobrý den, nedorazil mi mail s potvrzením souhlasu rodiče. Rersp. dorazil prázdný mail...
oth	Dobrý den, nedaří se mi přihlásit jako učitel. Je možné, že je to tím, že se přihlašuji na stejný mail, na jaký mám zaregistrovanou také dceru? Děkuji za odpověď, Pavlína Vaculíková
oth	Dobrý den, Jak změním školu v registraci?
oth	Dobrý den, Jak změním název naší školy?
oth	Dobrý den, Jak změním email v registraci?
oth	Dobrý den, Jak upravím jméno školy?
oth	Dobrý den, Jak smažu registraci učitele?
oth	Dobrý den, Jak mám vymazat účet na messengeru?
oth	Dobrý den, jak je možné opravit špatně zadané třídy (jen B místo 7.B, 5.A místo 6.A, ...)? Děkuji
oth	dobrý den doma jsme syna registrovali, a oni se dnes přihlašovali ve škole a přihlísil se znova na druhý email. Je to problém? děkuji moc
oth	dobrý den doma jsem syna registrovali a dnes se registrovali ve škole a zaregistroval se také. je to problém?
oth	Dobrý den, Dnes jsem se zaregistroval do Vaší soutěže, bohužel jsem se vlivem své nepozornosti registroval jako učitel nikoliv jako soutěžící.
oth	Dobrý den děkuji jen jsme koukala na vysledky dcery a koukam timto testem to končí ?a prosím nemáte logické testy k zakoupeni na procvičování ?děkuji
oth	Dobrý den, dcera vypracovala test, ale výsledek není dostupný. V čem je problém?
oth	Dobrý den. Dcera se zaregistrovala, ale zvolila špatnou školu. Dá se to opravit?
oth	Dobrý den, Dcera se přihlásila do logické olympiády, ovšem v registraci uvedla nesprávný email.
oth	Dobrý den, dcera registrovala email bez potvrzení zákonného zástupce. Při znovuvyplneni formuláře už nelze provést registraci a potvrdit. Jak se dostanu k potvrzení registrace? T Fiala
oth	Dobrý den, dcera při registraci nejspíše špatně opsala email rodiče, na který mělo přijít potvrzení, bez kterého se nemůže přihlásit. Lze s tím něco dělat? Děkuji
oth	dobrý den dcera jede na celostátní kolo a je uvízlá v koloně, ačkoliv vyrazili s velkým předstihem, jak postupovat aby se mohla zúčastnit?
oth	Dobrý den, Dá se v "Plánovači úloh" naplánovat vypnutí PC do "Úsporného režimu"?
oth	Dobrý den, Chtěl jsem se zaregistrovat jako žák, ale jsem zřejmě zaregistrován jako učitel.
oth	Dobrý den, chtěl bych si koupit SSD disk, protože s HDD se nedá už vydržet, ale otázka zní zda můžu koupit jakýkoliv?
oth	Dobrý den chtěl bych se zeptat kolikátá skončila škola Nebušice
oth	Dobrý den, chtěla jsem syna navést na vypracování testu, ale po kliknutí na "vypracovat test" se objevila hláška, že není žádný test přístupný, nejdříve 22.10.2019. Pomůžete mi, prosím?
